Year,Country,Region,Crop_Type,Average_Temperature_C,Total_Precipitation_mm,CO2_Emissions_MT,Crop_Yield_MT_per_HA,Extreme_Weather_Events,Irrigation_Access_%,Pesticide_Use_KG_per_HA,Fertilizer_Use_KG_per_HA,Soil_Health_Index,Adaptation_Strategies,Economic_Impact_Million_USD,Producer_Price(USD/tonne)
2019,Canada,Prairies,Wheat,5.44,1770.96,22.29,1.845,2,93.28,14.76,65.89,75.29,Organic Farming,849.32,234.0
2019,Canada,Prairies,Wheat,5.44,1770.96,22.29,1.845,2,93.28,14.76,65.89,75.29,Organic Farming,849.32,227.0
2019,Canada,Prairies,Wheat,5.44,1770.96,22.29,1.845,2,93.28,14.76,65.89,75.29,Organic Farming,849.32,230.0
2019,Canada,Prairies,Wheat,5.44,1770.96,22.29,1.845,2,93.28,14.76,65.89,75.29,Organic Farming,849.32,230.0
2019,Canada,Prairies,Wheat,5.44,1770.96,22.29,1.845,2,93.28,14.76,65.89,75.29,Organic Farming,849.32,230.0
2019,Canada,Prairies,Wheat,5.44,1770.96,22.29,1.845,2,93.28,14.76,65.89,75.29,Organic Farming,849.32,239.0
2019,Canada,Prairies,Wheat,5.44,1770.96,22.29,1.845,2,93.28,14.76,65.89,75.29,Organic Farming,849.32,180.1
2013,Australia,Western Australia,Rice,4.84,2039.69,3.34,0.96,0,36.47,19.23,57.28,64.2,No Adaptation,226.26,260.0
2013,Australia,Western Australia,Rice,4.84,2039.69,3.34,0.96,0,36.47,19.23,57.28,64.2,No Adaptation,226.26,260.0
2013,Australia,Western Australia,Rice,4.84,2039.69,3.34,0.96,0,36.47,19.23,57.28,64.2,No Adaptation,226.26,251.0
2021,China,East,Barley,3.85,664.91,16.64,1.683,5,48.5,16.12,28.86,75.35,Organic Farming,298.0,2200.0
2006,USA,Midwest,Wheat,31.22,1461.89,3.26,3.2,1,99.99,0.07,69.53,92.04,Water Management,1093.78,157.0
2006,USA,Midwest,Wheat,31.22,1461.89,3.26,3.2,1,99.99,0.07,69.53,92.04,Water Management,1093.78,157.0
2006,USA,Midwest,Wheat,31.22,1461.89,3.26,3.2,1,99.99,0.07,69.53,92.04,Water Management,1093.78,157.0
2016,Australia,Victoria,Rice,-0.63,654.94,24.22,2.268,10,40.06,35.43,57.96,84.3,Water Management,822.52,419.0
2016,Australia,Victoria,Rice,-0.63,654.94,24.22,2.268,10,40.06,35.43,57.96,84.3,Water Management,822.52,419.0
2016,Australia,Victoria,Rice,-0.63,654.94,24.22,2.268,10,40.06,35.43,57.96,84.3,Water Management,822.52,311.5
2000,India,Punjab,Barley,3.56,2044.92,15.87,1.035,10,35.96,37.04,8.32,90.28,Water Management,227.58,5250.0
2000,India,Punjab,Barley,3.56,2044.92,15.87,1.035,10,35.96,37.04,8.32,90.28,Water Management,227.58,5250.0
2000,India,Punjab,Barley,3.56,2044.92,15.87,1.035,10,35.96,37.04,8.32,90.28,Water Management,227.58,116.8
2002,India,Punjab,Rice,8.05,721.62,24.53,1.611,10,33.89,29.92,13.88,65.18,Drought-resistant Crops,514.8,6033.5
2002,India,Punjab,Rice,8.05,721.62,24.53,1.611,10,33.89,29.92,13.88,65.18,Drought-resistant Crops,514.8,6033.5
2002,India,Punjab,Rice,8.05,721.62,24.53,1.611,10,33.89,29.92,13.88,65.18,Drought-resistant Crops,514.8,124.1
1996,Brazil,South,Wheat,15.2,1548.65,8.13,2.17,7,36.16,14.13,35.49,67.16,No Adaptation,924.7,188.0
1996,Brazil,South,Wheat,15.2,1548.65,8.13,2.17,7,36.16,14.13,35.49,67.16,No Adaptation,924.7,188.0
1996,Brazil,South,Wheat,15.2,1548.65,8.13,2.17,7,36.16,14.13,35.49,67.16,No Adaptation,924.7,187.0
2005,Brazil,Northeast,Wheat,4.37,2882.19,7.62,2.03,9,72.33,6.64,28.53,83.39,Organic Farming,569.92,345.8
2005,Brazil,Northeast,Wheat,4.37,2882.19,7.62,2.03,9,72.33,6.64,28.53,83.39,Organic Farming,569.92,345.8
2005,Brazil,Northeast,Wheat,4.37,2882.19,7.62,2.03,9,72.33,6.64,28.53,83.39,Organic Farming,569.92,142.0
2008,China,North,Barley,22.2,2632.84,20.83,2.547,2,85.47,34.95,52.15,38.89,Crop Rotation,410.81,1760.0
2008,China,North,Barley,22.2,2632.84,20.83,2.547,2,85.47,34.95,52.15,38.89,Crop Rotation,410.81,1760.0
2008,China,North,Barley,22.2,2632.84,20.83,2.547,2,85.47,34.95,52.15,38.89,Crop Rotation,410.81,253.2
1995,Nigeria,South East,Rice,34.78,1129.88,16.37,3.051,1,94.36,33.16,38.1,60.11,Organic Farming,495.84,14280.0
1995,Nigeria,South East,Rice,34.78,1129.88,16.37,3.051,1,94.36,33.16,38.1,60.11,Organic Farming,495.84,14280.0
1995,Nigeria,South East,Rice,34.78,1129.88,16.37,3.051,1,94.36,33.16,38.1,60.11,Organic Farming,495.84,232.5
2002,USA,Northeast,Rice,14.98,2280.89,20.42,3.249,10,51.75,20.26,39.87,40.92,Crop Rotation,642.41,99.0
2002,USA,Northeast,Rice,14.98,2280.89,20.42,3.249,10,51.75,20.26,39.87,40.92,Crop Rotation,642.41,99.0
2002,USA,Northeast,Rice,14.98,2280.89,20.42,3.249,10,51.75,20.26,39.87,40.92,Crop Rotation,642.41,99.0
2012,Brazil,Southeast,Rice,31.7,1164.56,19.67,2.772,6,42.81,36.06,51.1,75.84,Crop Rotation,762.75,617.5
2012,Brazil,Southeast,Rice,31.7,1164.56,19.67,2.772,6,42.81,36.06,51.1,75.84,Crop Rotation,762.75,617.5
2012,Brazil,Southeast,Rice,31.7,1164.56,19.67,2.772,6,42.81,36.06,51.1,75.84,Crop Rotation,762.75,316.2
2022,Australia,Queensland,Barley,-0.92,1116.5,25.1,1.503,6,13.0,32.41,88.55,89.67,Water Management,385.69,303.1
2022,Australia,Queensland,Barley,-0.92,1116.5,25.1,1.503,6,13.0,32.41,88.55,89.67,Water Management,385.69,303.1
2022,Australia,Queensland,Barley,-0.92,1116.5,25.1,1.503,6,13.0,32.41,88.55,89.67,Water Management,385.69,210.2
2016,France,Grand Est,Rice,32.43,260.11,27.25,2.043,8,41.75,31.46,81.27,92.96,Organic Farming,350.1,326.6
2016,France,Grand Est,Rice,32.43,260.11,27.25,2.043,8,41.75,31.46,81.27,92.96,Organic Farming,350.1,326.6
2016,France,Grand Est,Rice,32.43,260.11,27.25,2.043,8,41.75,31.46,81.27,92.96,Organic Farming,350.1,361.5
1999,China,North,Wheat,6.87,2864.83,26.88,1.845,5,46.65,8.32,35.58,47.53,No Adaptation,478.8,1175.6
1999,China,North,Wheat,6.87,2864.83,26.88,1.845,5,46.65,8.32,35.58,47.53,No Adaptation,478.8,1175.6
1999,China,North,Wheat,6.87,2864.83,26.88,1.845,5,46.65,8.32,35.58,47.53,No Adaptation,478.8,142.0
2002,Russia,Volga,Wheat,23.52,2687.94,10.69,1.22,1,32.62,41.7,46.74,41.65,Organic Farming,323.32,1751.0
2002,Russia,Volga,Wheat,23.52,2687.94,10.69,1.22,1,32.62,41.7,46.74,41.65,Organic Farming,323.32,1751.0
2002,Russia,Volga,Wheat,23.52,2687.94,10.69,1.22,1,32.62,41.7,46.74,41.65,Organic Farming,323.32,55.9
2004,Russia,Siberian,Wheat,19.95,1446.15,12.29,3.25,1,12.22,15.89,4.74,74.39,Crop Rotation,666.5,3242.0
2004,Russia,Siberian,Wheat,19.95,1446.15,12.29,3.25,1,12.22,15.89,4.74,74.39,Crop Rotation,666.5,3242.0
2004,Russia,Siberian,Wheat,19.95,1446.15,12.29,3.25,1,12.22,15.89,4.74,74.39,Crop Rotation,666.5,112.5
2018,USA,West,Barley,-1.16,2451.74,5.08,2.82,1,18.96,12.22,46.41,47.97,Water Management,802.56,212.0
2018,USA,West,Barley,-1.16,2451.74,5.08,2.82,1,18.96,12.22,46.41,47.97,Water Management,802.56,204.0
2018,USA,West,Barley,-1.16,2451.74,5.08,2.82,1,18.96,12.22,46.41,47.97,Water Management,802.56,212.0
2018,USA,West,Barley,-1.16,2451.74,5.08,2.82,1,18.96,12.22,46.41,47.97,Water Management,802.56,212.0
2014,Argentina,Northwest,Rice,13.94,2701.97,11.55,3.92,5,31.09,2.31,0.18,62.86,No Adaptation,1075.95,2100.0
2014,Argentina,Northwest,Rice,13.94,2701.97,11.55,3.92,5,31.09,2.31,0.18,62.86,No Adaptation,1075.95,2130.0
2014,Argentina,Northwest,Rice,13.94,2701.97,11.55,3.92,5,31.09,2.31,0.18,62.86,No Adaptation,1075.95,2100.0
2014,Argentina,Northwest,Rice,13.94,2701.97,11.55,3.92,5,31.09,2.31,0.18,62.86,No Adaptation,1075.95,260.1
2019,USA,South,Barley,8.49,1884.47,14.97,0.88,2,51.09,33.98,40.39,90.72,Water Management,314.65,211.0
2019,USA,South,Barley,8.49,1884.47,14.97,0.88,2,51.09,33.98,40.39,90.72,Water Management,314.65,210.0
2019,USA,South,Barley,8.49,1884.47,14.97,0.88,2,51.09,33.98,40.39,90.72,Water Management,314.65,213.0
2019,USA,South,Barley,8.49,1884.47,14.97,0.88,2,51.09,33.98,40.39,90.72,Water Management,314.65,224.0
2019,USA,South,Barley,8.49,1884.47,14.97,0.88,2,51.09,33.98,40.39,90.72,Water Management,314.65,220.0
2019,USA,South,Barley,8.49,1884.47,14.97,0.88,2,51.09,33.98,40.39,90.72,Water Management,314.65,225.0
2019,USA,South,Barley,8.49,1884.47,14.97,0.88,2,51.09,33.98,40.39,90.72,Water Management,314.65,221.0
2019,USA,South,Barley,8.49,1884.47,14.97,0.88,2,51.09,33.98,40.39,90.72,Water Management,314.65,215.0
2019,USA,South,Barley,8.49,1884.47,14.97,0.88,2,51.09,33.98,40.39,90.72,Water Management,314.65,217.0
2019,USA,South,Barley,8.49,1884.47,14.97,0.88,2,51.09,33.98,40.39,90.72,Water Management,314.65,209.0
2019,USA,South,Barley,8.49,1884.47,14.97,0.88,2,51.09,33.98,40.39,90.72,Water Management,314.65,208.0
2019,USA,South,Barley,8.49,1884.47,14.97,0.88,2,51.09,33.98,40.39,90.72,Water Management,314.65,217.0
2019,USA,South,Barley,8.49,1884.47,14.97,0.88,2,51.09,33.98,40.39,90.72,Water Management,314.65,207.0
2019,USA,South,Barley,8.49,1884.47,14.97,0.88,2,51.09,33.98,40.39,90.72,Water Management,314.65,211.0
2019,USA,South,Barley,8.49,1884.47,14.97,0.88,2,51.09,33.98,40.39,90.72,Water Management,314.65,211.0
2002,Brazil,Southeast,Wheat,7.76,864.48,23.52,1.854,2,14.82,10.93,96.66,66.27,Water Management,770.15,372.5
2002,Brazil,Southeast,Wheat,7.76,864.48,23.52,1.854,2,14.82,10.93,96.66,66.27,Water Management,770.15,372.5
2002,Brazil,Southeast,Wheat,7.76,864.48,23.52,1.854,2,14.82,10.93,96.66,66.27,Water Management,770.15,127.6
1995,Australia,Western Australia,Rice,0.13,978.96,13.24,1.22,0,62.88,29.1,85.27,66.36,Drought-resistant Crops,440.7,213.0
1995,Australia,Western Australia,Rice,0.13,978.96,13.24,1.22,0,62.88,29.1,85.27,66.36,Drought-resistant Crops,440.7,213.0
1995,Australia,Western Australia,Rice,0.13,978.96,13.24,1.22,0,62.88,29.1,85.27,66.36,Drought-resistant Crops,440.7,157.9
1994,China,South,Wheat,27.18,264.71,28.59,0.864,4,38.34,44.6,7.08,92.85,Organic Farming,397.78,1086.0
1994,China,South,Wheat,27.18,264.71,28.59,0.864,4,38.34,44.6,7.08,92.85,Organic Farming,397.78,1086.0
1994,China,South,Wheat,27.18,264.71,28.59,0.864,4,38.34,44.6,7.08,92.85,Organic Farming,397.78,126.0
2020,China,South,Wheat,29.61,1339.14,10.59,1.24,10,20.92,9.33,33.39,78.61,Crop Rotation,502.58,2522.5
2020,China,South,Wheat,29.61,1339.14,10.59,1.24,10,20.92,9.33,33.39,78.61,Crop Rotation,502.58,2395.5
2020,China,South,Wheat,29.61,1339.14,10.59,1.24,10,20.92,9.33,33.39,78.61,Crop Rotation,502.58,2398.1
2020,China,South,Wheat,29.61,1339.14,10.59,1.24,10,20.92,9.33,33.39,78.61,Crop Rotation,502.58,2410.6
2020,China,South,Wheat,29.61,1339.14,10.59,1.24,10,20.92,9.33,33.39,78.61,Crop Rotation,502.58,2416.1
2020,China,South,Wheat,29.61,1339.14,10.59,1.24,10,20.92,9.33,33.39,78.61,Crop Rotation,502.58,2422.8
2020,China,South,Wheat,29.61,1339.14,10.59,1.24,10,20.92,9.33,33.39,78.61,Crop Rotation,502.58,2420.0
2020,China,South,Wheat,29.61,1339.14,10.59,1.24,10,20.92,9.33,33.39,78.61,Crop Rotation,502.58,2292.4
2020,China,South,Wheat,29.61,1339.14,10.59,1.24,10,20.92,9.33,33.39,78.61,Crop Rotation,502.58,2295.1
2020,China,South,Wheat,29.61,1339.14,10.59,1.24,10,20.92,9.33,33.39,78.61,Crop Rotation,502.58,2300.6
2020,China,South,Wheat,29.61,1339.14,10.59,1.24,10,20.92,9.33,33.39,78.61,Crop Rotation,502.58,2317.2
2020,China,South,Wheat,29.61,1339.14,10.59,1.24,10,20.92,9.33,33.39,78.61,Crop Rotation,502.58,2318.9
2020,China,South,Wheat,29.61,1339.14,10.59,1.24,10,20.92,9.33,33.39,78.61,Crop Rotation,502.58,2424.4
2020,China,South,Wheat,29.61,1339.14,10.59,1.24,10,20.92,9.33,33.39,78.61,Crop Rotation,502.58,2522.5
2020,China,South,Wheat,29.61,1339.14,10.59,1.24,10,20.92,9.33,33.39,78.61,Crop Rotation,502.58,365.5
2011,China,East,Barley,22.05,1495.57,14.04,1.63,0,38.78,7.12,20.81,49.01,Drought-resistant Crops,802.28,2250.0
2011,China,East,Barley,22.05,1495.57,14.04,1.63,0,38.78,7.12,20.81,49.01,Drought-resistant Crops,802.28,3620.0
2011,China,East,Barley,22.05,1495.57,14.04,1.63,0,38.78,7.12,20.81,49.01,Drought-resistant Crops,802.28,2250.0
2011,China,East,Barley,22.05,1495.57,14.04,1.63,0,38.78,7.12,20.81,49.01,Drought-resistant Crops,802.28,348.2
1993,France,Nouvelle-Aquitaine,Rice,18.48,1992.33,12.73,2.62,9,49.4,35.61,48.47,59.79,Drought-resistant Crops,524.31,2360.0
1993,France,Nouvelle-Aquitaine,Rice,18.48,1992.33,12.73,2.62,9,49.4,35.61,48.47,59.79,Drought-resistant Crops,524.31,359.8
1993,France,Nouvelle-Aquitaine,Rice,18.48,1992.33,12.73,2.62,9,49.4,35.61,48.47,59.79,Drought-resistant Crops,524.31,416.7
2001,India,Punjab,Rice,18.62,1930.92,24.18,1.377,6,25.52,14.17,17.07,87.37,Crop Rotation,411.98,5877.3
2001,India,Punjab,Rice,18.62,1930.92,24.18,1.377,6,25.52,14.17,17.07,87.37,Crop Rotation,411.98,5877.3
2001,India,Punjab,Rice,18.62,1930.92,24.18,1.377,6,25.52,14.17,17.07,87.37,Crop Rotation,411.98,124.6
2009,China,North,Wheat,-1.14,2227.9,3.63,2.86,1,98.35,10.77,97.71,87.21,Water Management,946.47,1850.0
2009,China,North,Wheat,-1.14,2227.9,3.63,2.86,1,98.35,10.77,97.71,87.21,Water Management,946.47,1850.0
2009,China,North,Wheat,-1.14,2227.9,3.63,2.86,1,98.35,10.77,97.71,87.21,Water Management,946.47,270.9
2018,Brazil,Southeast,Wheat,19.28,1523.97,8.97,4.51,7,65.26,0.49,70.15,57.32,Drought-resistant Crops,1029.75,700.6
2018,Brazil,Southeast,Wheat,19.28,1523.97,8.97,4.51,7,65.26,0.49,70.15,57.32,Drought-resistant Crops,1029.75,700.6
2018,Brazil,Southeast,Wheat,19.28,1523.97,8.97,4.51,7,65.26,0.49,70.15,57.32,Drought-resistant Crops,1029.75,191.8
2006,France,Grand Est,Rice,3.72,938.33,10.56,2.71,4,84.32,38.07,79.19,83.35,Drought-resistant Crops,675.72,206.9
2006,France,Grand Est,Rice,3.72,938.33,10.56,2.71,4,84.32,38.07,79.19,83.35,Drought-resistant Crops,675.72,206.9
2006,France,Grand Est,Rice,3.72,938.33,10.56,2.71,4,84.32,38.07,79.19,83.35,Drought-resistant Crops,675.72,259.6
1999,Argentina,Northeast,Barley,22.87,239.5,14.12,2.529,5,30.43,12.32,27.32,62.1,Water Management,1249.13,99.0
1999,Argentina,Northeast,Barley,22.87,239.5,14.12,2.529,5,30.43,12.32,27.32,62.1,Water Management,1249.13,99.0
1999,Argentina,Northeast,Barley,22.87,239.5,14.12,2.529,5,30.43,12.32,27.32,62.1,Water Management,1249.13,99.0
2009,Canada,Ontario,Wheat,6.73,679.97,5.54,2.18,3,37.28,29.41,2.26,98.22,Organic Farming,1055.52,218.8
2009,Canada,Ontario,Wheat,6.73,679.97,5.54,2.18,3,37.28,29.41,2.26,98.22,Organic Farming,1055.52,218.8
2009,Canada,Ontario,Wheat,6.73,679.97,5.54,2.18,3,37.28,29.41,2.26,98.22,Organic Farming,1055.52,191.4
1991,USA,Northeast,Wheat,1.46,614.39,28.71,2.403,3,36.76,44.91,99.45,70.08,Organic Farming,516.81,107.0
1991,USA,Northeast,Wheat,1.46,614.39,28.71,2.403,3,36.76,44.91,99.45,70.08,Organic Farming,516.81,107.0
1991,USA,Northeast,Wheat,1.46,614.39,28.71,2.403,3,36.76,44.91,99.45,70.08,Organic Farming,516.81,107.0
1997,China,South,Rice,11.1,1665.02,16.12,4.122,7,50.15,3.52,55.23,65.15,Organic Farming,872.02,2200.0
1997,China,South,Rice,11.1,1665.02,16.12,4.122,7,50.15,3.52,55.23,65.15,Organic Farming,872.02,2200.0
1997,China,South,Rice,11.1,1665.02,16.12,4.122,7,50.15,3.52,55.23,65.15,Organic Farming,872.02,265.4
1995,Australia,New South Wales,Rice,15.78,1576.74,15.96,3.735,4,60.95,4.49,93.15,63.03,No Adaptation,1331.04,213.0
1995,Australia,New South Wales,Rice,15.78,1576.74,15.96,3.735,4,60.95,4.49,93.15,63.03,No Adaptation,1331.04,213.0
1995,Australia,New South Wales,Rice,15.78,1576.74,15.96,3.735,4,60.95,4.49,93.15,63.03,No Adaptation,1331.04,157.9
2016,France,Provence-Alpes-Cote d’Azur,Rice,30.85,2855.83,19.77,3.303,7,95.3,17.96,15.64,41.98,Organic Farming,892.91,326.6
2016,France,Provence-Alpes-Cote d’Azur,Rice,30.85,2855.83,19.77,3.303,7,95.3,17.96,15.64,41.98,Organic Farming,892.91,326.6
2016,France,Provence-Alpes-Cote d’Azur,Rice,30.85,2855.83,19.77,3.303,7,95.3,17.96,15.64,41.98,Organic Farming,892.91,361.5
2002,India,Tamil Nadu,Rice,-0.74,558.46,6.36,2.2,4,37.52,45.79,25.24,87.55,No Adaptation,1018.91,6033.5
2002,India,Tamil Nadu,Rice,-0.74,558.46,6.36,2.2,4,37.52,45.79,25.24,87.55,No Adaptation,1018.91,6033.5
2002,India,Tamil Nadu,Rice,-0.74,558.46,6.36,2.2,4,37.52,45.79,25.24,87.55,No Adaptation,1018.91,124.1
1993,Argentina,Northwest,Rice,2.54,872.1,5.4,2.17,6,23.34,33.73,48.82,40.31,Drought-resistant Crops,653.04,203.0
1993,Argentina,Northwest,Rice,2.54,872.1,5.4,2.17,6,23.34,33.73,48.82,40.31,Drought-resistant Crops,653.04,203.0
1993,Argentina,Northwest,Rice,2.54,872.1,5.4,2.17,6,23.34,33.73,48.82,40.31,Drought-resistant Crops,653.04,203.2
2020,Nigeria,South West,Rice,16.07,715.09,10.96,3.76,0,96.32,27.56,60.93,31.23,Organic Farming,815.75,174280.0
2020,Nigeria,South West,Rice,16.07,715.09,10.96,3.76,0,96.32,27.56,60.93,31.23,Organic Farming,815.75,381420.7
2020,Nigeria,South West,Rice,16.07,715.09,10.96,3.76,0,96.32,27.56,60.93,31.23,Organic Farming,815.75,174280.0
2020,Nigeria,South West,Rice,16.07,715.09,10.96,3.76,0,96.32,27.56,60.93,31.23,Organic Farming,815.75,485.7
2001,India,Tamil Nadu,Barley,6.16,882.55,4.87,2.46,5,89.82,7.98,16.82,49.53,Water Management,316.51,5175.0
2001,India,Tamil Nadu,Barley,6.16,882.55,4.87,2.46,5,89.82,7.98,16.82,49.53,Water Management,316.51,5175.0
2001,India,Tamil Nadu,Barley,6.16,882.55,4.87,2.46,5,89.82,7.98,16.82,49.53,Water Management,316.51,109.7
1997,Argentina,Northeast,Wheat,34.16,1107.07,4.59,2.32,10,97.4,32.93,48.59,44.05,Organic Farming,685.43,143.0
1997,Argentina,Northeast,Wheat,34.16,1107.07,4.59,2.32,10,97.4,32.93,48.59,44.05,Organic Farming,685.43,143.0
1997,Argentina,Northeast,Wheat,34.16,1107.07,4.59,2.32,10,97.4,32.93,48.59,44.05,Organic Farming,685.43,143.1
2018,USA,South,Wheat,-3.22,1921.47,21.6,0.5760000000000001,1,40.67,39.54,84.81,96.01,Drought-resistant Crops,179.05,189.0
2018,USA,South,Wheat,-3.22,1921.47,21.6,0.5760000000000001,1,40.67,39.54,84.81,96.01,Drought-resistant Crops,179.05,172.0
2018,USA,South,Wheat,-3.22,1921.47,21.6,0.5760000000000001,1,40.67,39.54,84.81,96.01,Drought-resistant Crops,179.05,189.0
2018,USA,South,Wheat,-3.22,1921.47,21.6,0.5760000000000001,1,40.67,39.54,84.81,96.01,Drought-resistant Crops,179.05,189.0
2004,USA,Northeast,Barley,21.55,654.55,6.36,1.9,3,88.18,12.41,72.36,58.0,No Adaptation,458.95,114.0
2004,USA,Northeast,Barley,21.55,654.55,6.36,1.9,3,88.18,12.41,72.36,58.0,No Adaptation,458.95,114.0
2004,USA,Northeast,Barley,21.55,654.55,6.36,1.9,3,88.18,12.41,72.36,58.0,No Adaptation,458.95,114.0
1994,China,Central,Rice,28.5,1773.79,21.99,1.152,2,36.64,6.23,69.73,51.28,Organic Farming,371.08,1272.0
1994,China,Central,Rice,28.5,1773.79,21.99,1.152,2,36.64,6.23,69.73,51.28,Organic Farming,371.08,1272.0
1994,China,Central,Rice,28.5,1773.79,21.99,1.152,2,36.64,6.23,69.73,51.28,Organic Farming,371.08,147.6
2018,USA,West,Barley,6.67,351.15,23.86,1.755,5,64.35,21.99,57.25,64.28,No Adaptation,782.37,212.0
2018,USA,West,Barley,6.67,351.15,23.86,1.755,5,64.35,21.99,57.25,64.28,No Adaptation,782.37,204.0
2018,USA,West,Barley,6.67,351.15,23.86,1.755,5,64.35,21.99,57.25,64.28,No Adaptation,782.37,212.0
2018,USA,West,Barley,6.67,351.15,23.86,1.755,5,64.35,21.99,57.25,64.28,No Adaptation,782.37,212.0
2014,Russia,Volga,Wheat,-0.7,1678.68,16.83,1.278,3,97.43,11.77,11.87,69.37,Crop Rotation,389.34,6848.7
2014,Russia,Volga,Wheat,-0.7,1678.68,16.83,1.278,3,97.43,11.77,11.87,69.37,Crop Rotation,389.34,6575.0
2014,Russia,Volga,Wheat,-0.7,1678.68,16.83,1.278,3,97.43,11.77,11.87,69.37,Crop Rotation,389.34,6646.0
2014,Russia,Volga,Wheat,-0.7,1678.68,16.83,1.278,3,97.43,11.77,11.87,69.37,Crop Rotation,389.34,6958.0
2014,Russia,Volga,Wheat,-0.7,1678.68,16.83,1.278,3,97.43,11.77,11.87,69.37,Crop Rotation,389.34,7481.0
2014,Russia,Volga,Wheat,-0.7,1678.68,16.83,1.278,3,97.43,11.77,11.87,69.37,Crop Rotation,389.34,8034.0
2014,Russia,Volga,Wheat,-0.7,1678.68,16.83,1.278,3,97.43,11.77,11.87,69.37,Crop Rotation,389.34,8236.0
2014,Russia,Volga,Wheat,-0.7,1678.68,16.83,1.278,3,97.43,11.77,11.87,69.37,Crop Rotation,389.34,7508.0
2014,Russia,Volga,Wheat,-0.7,1678.68,16.83,1.278,3,97.43,11.77,11.87,69.37,Crop Rotation,389.34,6362.0
2014,Russia,Volga,Wheat,-0.7,1678.68,16.83,1.278,3,97.43,11.77,11.87,69.37,Crop Rotation,389.34,6267.0
2014,Russia,Volga,Wheat,-0.7,1678.68,16.83,1.278,3,97.43,11.77,11.87,69.37,Crop Rotation,389.34,6493.0
2014,Russia,Volga,Wheat,-0.7,1678.68,16.83,1.278,3,97.43,11.77,11.87,69.37,Crop Rotation,389.34,6995.0
2014,Russia,Volga,Wheat,-0.7,1678.68,16.83,1.278,3,97.43,11.77,11.87,69.37,Crop Rotation,389.34,7871.0
2014,Russia,Volga,Wheat,-0.7,1678.68,16.83,1.278,3,97.43,11.77,11.87,69.37,Crop Rotation,389.34,6848.7
2014,Russia,Volga,Wheat,-0.7,1678.68,16.83,1.278,3,97.43,11.77,11.87,69.37,Crop Rotation,389.34,178.5
1994,Brazil,North,Rice,0.62,2467.08,1.49,0.79,7,22.83,3.86,32.37,96.73,Drought-resistant Crops,323.0,128.0
1994,Brazil,North,Rice,0.62,2467.08,1.49,0.79,7,22.83,3.86,32.37,96.73,Drought-resistant Crops,323.0,128.0
1994,Brazil,North,Rice,0.62,2467.08,1.49,0.79,7,22.83,3.86,32.37,96.73,Drought-resistant Crops,323.0,192.6
2022,Brazil,Northeast,Wheat,32.12,1338.2,12.39,1.39,9,47.74,8.23,83.55,60.86,Drought-resistant Crops,439.08,1517.6
2022,Brazil,Northeast,Wheat,32.12,1338.2,12.39,1.39,9,47.74,8.23,83.55,60.86,Drought-resistant Crops,439.08,1517.6
2022,Brazil,Northeast,Wheat,32.12,1338.2,12.39,1.39,9,47.74,8.23,83.55,60.86,Drought-resistant Crops,439.08,293.9
2010,Australia,Victoria,Wheat,13.46,1786.13,22.26,3.762,3,65.96,14.54,16.33,67.67,Organic Farming,989.32,218.0
2010,Australia,Victoria,Wheat,13.46,1786.13,22.26,3.762,3,65.96,14.54,16.33,67.67,Organic Farming,989.32,218.0
2010,Australia,Victoria,Wheat,13.46,1786.13,22.26,3.762,3,65.96,14.54,16.33,67.67,Organic Farming,989.32,200.0
1991,Canada,Prairies,Wheat,10.67,649.92,12.79,1.96,7,65.35,12.39,15.2,76.74,Water Management,902.68,99.0
1991,Canada,Prairies,Wheat,10.67,649.92,12.79,1.96,7,65.35,12.39,15.2,76.74,Water Management,902.68,99.0
1991,Canada,Prairies,Wheat,10.67,649.92,12.79,1.96,7,65.35,12.39,15.2,76.74,Water Management,902.68,86.4
2012,France,Nouvelle-Aquitaine,Rice,6.88,1785.97,12.82,2.36,0,90.46,16.64,8.85,73.19,Drought-resistant Crops,353.75,276.7
2012,France,Nouvelle-Aquitaine,Rice,6.88,1785.97,12.82,2.36,0,90.46,16.64,8.85,73.19,Drought-resistant Crops,353.75,276.7
2012,France,Nouvelle-Aquitaine,Rice,6.88,1785.97,12.82,2.36,0,90.46,16.64,8.85,73.19,Drought-resistant Crops,353.75,355.6
1999,Australia,Queensland,Wheat,-4.18,2293.13,17.34,2.7,7,56.94,1.8,84.66,33.39,Organic Farming,988.83,187.0
1999,Australia,Queensland,Wheat,-4.18,2293.13,17.34,2.7,7,56.94,1.8,84.66,33.39,Organic Farming,988.83,187.0
1999,Australia,Queensland,Wheat,-4.18,2293.13,17.34,2.7,7,56.94,1.8,84.66,33.39,Organic Farming,988.83,120.7
2013,China,East,Wheat,34.87,815.87,4.58,3.41,3,29.32,39.75,65.76,46.61,Water Management,616.6,2200.0
2013,China,East,Wheat,34.87,815.87,4.58,3.41,3,29.32,39.75,65.76,46.61,Water Management,616.6,3290.0
2013,China,East,Wheat,34.87,815.87,4.58,3.41,3,29.32,39.75,65.76,46.61,Water Management,616.6,3260.0
2013,China,East,Wheat,34.87,815.87,4.58,3.41,3,29.32,39.75,65.76,46.61,Water Management,616.6,3380.0
2013,China,East,Wheat,34.87,815.87,4.58,3.41,3,29.32,39.75,65.76,46.61,Water Management,616.6,3380.0
2013,China,East,Wheat,34.87,815.87,4.58,3.41,3,29.32,39.75,65.76,46.61,Water Management,616.6,3370.0
